Entity,Source,Entity Type,Frequency,Frequency Period,Effective Start Date,Effective End Date,,Attribute Name,Attribute Description,Data Examples,is PK (TRUE),is Nullable (TRUE),Data Type,Length,Format
,,,,,,,,,,,,,,,
